,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),poll_list_min,poll_list_mean,poll_list_max,get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-python-cpp-N8-T32-DBN4-ITER100-TB1024-TPD4-CT32-6d9d,2023-07-20,redis-server,0.5.0,0.3.1,256,32,8,4,32,100,1024,4,32,cpp,0.0017590522766113281,9.202957153320312e-05,0.9811623239517212,1.0729899406433105,0.005903959274291992,0.006395418643951416,0.0073130130767822266,98.80294489860535,98.8097231388092
