,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-cpp-N8-T32-DBN8-ITER100-TB1024-TPD4-CT32-27b0,2023-07-20,redis-server,0.5.0,0.3.1,256,32,8,8,36,100,1024,4,32,cpp,0.00196385,0.00459933,0.0053643417,0.0058217,99.0349,99.0395
