,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-cpp-N16-T32-DBN8-ITER100-TB1024-TPD4-CT32-e8e4,2023-07-20,redis-server,0.5.0,0.3.1,512,32,16,8,36,100,1024,4,32,cpp,0.00195312,0.00785756,0.0083320046,0.010905,104.844,104.849
