,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),poll_list_min,poll_list_mean,poll_list_max,get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-python-cpp-N4-T32-DBN8-ITER100-TB1024-TPD4-CT32-1bd4,2023-07-20,redis-server,0.5.0,0.3.1,128,32,4,8,32,100,1024,4,32,cpp,0.002028942108154297,0.0003018379211425781,0.980626425743103,1.159494161605835,0.0030608177185058594,0.0039084720611572265,0.005199909210205078,98.49277210235596,98.4998619556427
