,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),poll_list_min,poll_list_mean,poll_list_max,get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-python-cpp-N32-T32-DBN4-ITER100-TB1024-TPD4-CT32-d88a,2023-07-20,redis-server,0.5.0,0.3.1,1024,32,32,4,32,100,1024,4,32,cpp,0.0020928382873535156,8.392333984375e-05,1.0238552165031434,1.2152588367462158,0.02052903175354004,0.03115708112716675,0.03567218780517578,105.60815382003784,105.61958193778992
