,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),poll_list_min,poll_list_mean,poll_list_max,get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-python-cpp-N8-T32-DBN16-ITER100-TB1024-TPD4-CT32-e140,2023-07-20,redis-server,0.5.0,0.3.1,256,32,8,16,32,100,1024,4,32,cpp,0.002192974090576172,0.000331878662109375,0.9852606391906739,1.2382969856262207,0.005177974700927734,0.005677812099456787,0.006173849105834961,99.14641499519348,99.15468192100525
