1603,client(),29.4179
1603,put_tensor,0.00113225
1603,unpack_tensor,0.000257492
1603,put_tensor,0.000311852
1603,unpack_tensor,0.000293255
1603,put_tensor,0.000311375
1603,unpack_tensor,0.000306845
1603,put_tensor,0.000334263
1603,unpack_tensor,0.000296831
1603,put_tensor,0.000302553
1603,unpack_tensor,0.000297785
1603,put_tensor,0.000303984
1603,unpack_tensor,0.000294447
1603,put_tensor,0.000297785
1603,unpack_tensor,0.000295162
1603,put_tensor,0.000300407
1603,unpack_tensor,0.000338554
1603,put_tensor,0.000332355
1603,unpack_tensor,0.000304699
1603,put_tensor,0.000304937
1603,unpack_tensor,0.000314713
1603,put_tensor,0.000301123
1603,unpack_tensor,0.000293732
1603,put_tensor,0.0003016
1603,unpack_tensor,0.000298023
1603,put_tensor,0.0003016
1603,unpack_tensor,0.000292778
1603,put_tensor,0.00029254
1603,unpack_tensor,0.000294447
1603,put_tensor,0.00033474
1603,unpack_tensor,0.000321627
1603,put_tensor,0.000294924
1603,unpack_tensor,0.000303984
1603,put_tensor,0.000305653
1603,unpack_tensor,0.000301123
1603,put_tensor,0.000293493
1603,unpack_tensor,0.000294447
1603,put_tensor,0.000294447
1603,unpack_tensor,0.000305653
1603,put_tensor,0.000304461
1603,unpack_tensor,0.000299931
1603,put_tensor,0.000304222
1603,unpack_tensor,0.000346422
1603,put_tensor,0.000318766
1603,unpack_tensor,0.00030303
1603,put_tensor,0.000304937
1603,unpack_tensor,0.000313044
1603,put_tensor,0.000294685
1603,unpack_tensor,0.000301361
1603,put_tensor,0.000296831
1603,unpack_tensor,0.000294447
1603,put_tensor,0.000301838
1603,unpack_tensor,0.000302553
1603,put_tensor,0.000299931
1603,unpack_tensor,0.000299692
1603,put_tensor,0.000329733
1603,unpack_tensor,0.000322819
1603,put_tensor,0.000296116
1603,unpack_tensor,0.000302315
1603,put_tensor,0.000317097
1603,unpack_tensor,0.000296116
1603,put_tensor,0.000292063
1603,unpack_tensor,0.000302792
1603,put_tensor,0.000295162
1603,unpack_tensor,0.000296831
1603,put_tensor,0.000299692
1603,unpack_tensor,0.000297546
1603,put_tensor,0.000290632
1603,unpack_tensor,0.000312567
1603,put_tensor,0.000330687
1603,unpack_tensor,0.00029707
1603,put_tensor,0.000292778
1603,unpack_tensor,0.00029707
1603,put_tensor,0.000291824
1603,unpack_tensor,0.000296593
1603,put_tensor,0.000294685
1603,unpack_tensor,0.000295162
1603,put_tensor,0.000299215
1603,unpack_tensor,0.000294924
1603,put_tensor,0.000294685
1603,unpack_tensor,0.000301361
1603,put_tensor,0.000298738
1603,unpack_tensor,0.000347853
1603,put_tensor,0.000313997
1603,unpack_tensor,0.000300646
1603,put_tensor,0.000296354
1603,unpack_tensor,0.000317574
1603,put_tensor,0.000298977
1603,unpack_tensor,0.000296593
1603,put_tensor,0.000300169
1603,unpack_tensor,0.000293255
1603,put_tensor,0.000302553
1603,unpack_tensor,0.000296116
1603,put_tensor,0.000300407
1603,unpack_tensor,0.000294924
1603,put_tensor,0.000316858
1603,unpack_tensor,0.00031805
1603,put_tensor,0.000297785
1603,unpack_tensor,0.000293493
1603,put_tensor,0.000295162
1603,unpack_tensor,0.00030303
1603,put_tensor,0.000293732
1603,unpack_tensor,0.000297308
1603,put_tensor,0.000293255
1603,unpack_tensor,0.000304699
1603,put_tensor,0.000299215
1603,unpack_tensor,0.000298977
1603,put_tensor,0.000299215
1603,unpack_tensor,0.000326157
1603,put_tensor,0.000318289
1603,unpack_tensor,0.000299692
1603,put_tensor,0.000300646
1603,unpack_tensor,0.000309944
1603,put_tensor,0.000292301
1603,unpack_tensor,0.000299454
1603,put_tensor,0.000291824
1603,unpack_tensor,0.000295877
1603,put_tensor,0.000296354
1603,unpack_tensor,0.000298977
1603,put_tensor,0.000292063
1603,unpack_tensor,0.000294447
1603,put_tensor,0.000306129
1603,unpack_tensor,0.000335455
1603,put_tensor,0.000290155
1603,unpack_tensor,0.000291348
