,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-cpp-N32-T32-DBN8-ITER100-TB1024-TPD4-CT32-ff1f,2023-07-20,redis-server,0.5.0,0.3.1,1024,32,32,8,36,100,1024,4,32,cpp,0.00204611,0.0148177,0.01568099,0.0212657,106.255,106.259
