,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),poll_list_min,poll_list_mean,poll_list_max,get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-python-cpp-N32-T32-DBN16-ITER100-TB1024-TPD4-CT32-6f34,2023-07-20,redis-server,0.5.0,0.3.1,1024,32,32,16,32,100,1024,4,32,cpp,0.0021550655364990234,0.0003268718719482422,1.0565448951721192,2.0402472019195557,0.018018007278442383,0.02524897813796997,0.02917313575744629,108.31137704849243,108.3221161365509
