,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,client_threads,language,client(),poll_list_min,poll_list_mean,poll_list_max,get_list_min,get_list_mean,get_list_max,loop_time,main()
0,aggregate-sess-cons-python-cpp-N128-T32-DBN4-ITER100-TB1024-TPD4-CT32-21c5,2023-07-20,redis-server,0.5.0,0.3.1,4096,32,128,4,32,100,1024,4,32,cpp,0.001993894577026367,8.893013000488281e-05,1.0670066642761231,2.2155380249023438,0.0917060375213623,0.1436678433418274,0.1847231388092041,121.42633080482483,121.46354985237122
