,name,date,db,smartsim,smartredis,client_total,client_per_node,client_nodes,database_nodes,database_cpus,iterations,tensor_bytes,t_per_dataset,language
0,aggregate-sess-prod-for-python-consumer-cpp-N64-T32-DBN8-ITER100-TB1024-TPD4-87bb,2023-07-20,redis-server,0.5.0,0.3.1,2048,32,64,8,32,100,1024,4,cpp
